UserName,Tweet
"J_Erinn","RT @lexityler_12: I hate snow so so so much"
"mirkagranoble","February 2nd; my birthdayyyy & the Super Bowl  #seahawks"
"Almighty_John35","Retweet For Seahawks Comment For Broncos"
"moneysosexy","WE just got some great news !!! "
"makero","RT @politologija_: # #novosti # #news     #?    - https://t.co/RnQ0DIj0TG http://t"
"ThePuntard","RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW"
"AintUNola","@MiamiiHeatGang Seahawks"
"bt_38","RT @politologija_: # #novosti # #news     #?    - https://t.co/RnQ0DIj0TG http://t"
"bobray7425","@socalgas I proclaim that winter has finally arrived in SOCAL.  I just turned on my furnace because I had a chill. CARE & Medical Base helps"
"h8h8h8allday","#Terror #KOTF #Tegan #stylinandprofilin #Mybaby http://t.co/AuFqIqaRZP"
"TreyDollaz_","@kfrye_  snow in Angwin >> shitty rain in napa ;o"
"m_rowell26","Winter wouldn't be as pretty if Lakewood wasn't fortunate enough to have trees on trees on trees"
"Laura___5SOS","RT @zourrycane: broncos for the win tonight I gotta do it for the bae peyton manning"
"stephenjonrene","RT @Seahawks: SEA!! HULK!!! Has to wait in security lines too. The scene at @NJTransit's Secaucus Junction. #SB48 http://t.co/I4s6jXp6Jy"
"WetandYummy","A little outdoor #flashing #flashingtits http://t.co/IgmuZufl9N"
"gemma_muskett","@1EMB1 Yayyy glad to see you're coming superbowl later too!!! <3"
"DJ_Phatchi","Working on the weekends cause of the snow!!! (@ Pensacola State College) http://t.co/1RLUZUmafJ"
"Kecku","This Is The Greatest Super Bowl Commercial You Will Ever See http://t.co/Ec2nchA8Z6 via @EliteDaily"
"lauren_spivey","RT @TristanPalmer_5: This snow better come"
"Lauren_Brown12","This weather makes me want to watch Christmas movies..."
"Shinning_49K","RT @2_LiveCru: I'm going for Seattle in the SuperBowl fuck the Broncos.!!!"
"_celinalee","The day has finally come! Let's kick some Seahawks ass and take what is rightfully ours!  #SuperBowlXLVIII #BroncosNation #suckitSeahawks"
"ErckkaMnddz","Broncos, favoritos para el Super Bowl: Dwyer: Mi favorito es Denver por Peyton Manning, es el momento para que... http://t.co/BpY2tbXECV"
"Lil_Englandd","@ollemarreis: Can't wait to see girls try to talk football tonight"
"seadobby","@MurphKennedy little broseph made the 17U international football team and is playing Canada here! But you got it sir "
"soccerantenna"," http://t.co/OJa32GYEFT #soccer #football"
"Jeremy_CSZ","RT @CardSportsZone: Louisville football lands ANOTHER commit in Charles Standberry, who was committed to Ole Miss @ssnug8 http://t.co/vitBl"
"minella_john","27 14 broncos calling it"
"pyquxopotuj","http://t.co/ALNmYk7CXt        "
"johnnymaynee","RT @Rockets_Fans_: Who will win #SuperBowlXLVIII Retweet-#BRONCOS Favorite-#SEAHAWKS http://t.co/bOVmd4RvQW"
"LaceyPelletier","Kristin Scott Thomas arrte le cinmahttp://t.co/vxAWaKjoLu"
"crazykat2065","@poppypride1 such sad news"
"kylieeeneel","RT @MoCushy: my car does not drive in this weather at all"
"erikuur","RT @SirFlappyBird: *dies in flappy bird**throws phone across ocean**drops out of school**kicks a dog**becomes meth addict**burns house"
"manning5453","RT @teamukfollowbac: #SuperBowlSunday!! who's going to win?  Retweet for Broncos Or Favorite for Seahawks "
"MichaelGreen69","RT @RSherman___25: I'M THE BEST CORNER IN THE NFL!I'm so confident in the Seahawks D that if we don't win on Sunday, I'll give $50 to eve"
"sbarber97","RT @alexbartin567: @charlieglossop @arranlord_ @alex_childs1  arran by the sounds of it noone would 'dare' say anything to you now your a b"
"uxagoceda","@DeniixxXx See Phil's grand proclamation: Groundhog weather forecaster Punxsutawney Phil saw his shadow at Gobbler's ...  @worshipcameron"
"corndog9291","@ESPN_FirstTake @BMarshall @Broncos @SuperBowl  yes I agree"
"BrooksLescher","RT @AlisonGilcrease: Broncos>>>>>>>>Seahawks"
"GoodsonKy","Looks like a beautiful day for the Broncos to give them little Seahawks a ass whoopin. "
"V_N3SS24","in the mood to ride a dirt bike for a little bit ...."
"DTMafiaLive","'NATURAL B0RN KILLERS' won the war with 'Crip Set Connection CSC' and took over 'DETROIT Big C Lab'."
"osnapnazareth","RT @deliaa_x3: Todays weather"
"Bravatas","#DATO El precio estipulado para 30 seg de anuncio en la #SuperBowl es de $4MM. http://t.co/0k6wZ3DzMg"
"for_casperrr","RT @politologija_: # #novosti # #news     #?    - https://t.co/RnQ0DIj0TG http://t"
"KelseysCornwall","Planning on takeout for your #SuperBowl party? We're offering 10% off takeout orders over $30 all day Sunday #DontWorryEatHappy"
"SarahAYeoman","Surfers take advantage of huge waves on river in Bude http://t.co/qyTzzFmULn"
"JohnnyXTyler","RT @FunnyVines: What I did all Christmas break http://t.co/xplLEUmC9r"
"Envelopesofgod","Dear Mother Nature., please send the right amounts of rain ,please bless this parched slice of Your beloved planet.love,California."
"ray_adducci66","I guess there's a really important episode of football on tonight or something. #sportsinghard"
"lewisjames33","RT @ashnlaughlin: The moment when I'm home alone  looks likes imma be watching the Super Bowl alone .. Stupid snow"
"katnissamanda","Super Bowl Sunday aka food, football, more food, and friends #bestdayever"
"MadelineeAmy","Note to self: never stay In Norwich alone, in winter, when it's dark"
"Hooligan45973","RT @heymisha: WHOS READY FOR THE SUPERBOWL BC I AM"
"YaaaaaBooooi1","RT @thugashleey: Ay Super Bowl today  #Broncos"
"DrewVAckerCrew","@_Drew_Van_Acker @mollydollyy haha good luck to both of you, then! Hope the #Broncos win! Should be a good game! #SuperBowlSunday"
"RugbyGlaws","RT @MrJamieMcDonald: Today is my final full marathon - I just can't believe it's finally happening. Here are the details of my (cont) http:"
"comeMealowlga","Buti pa daw weather may pag-asa, kami wala! Hahaha urur lasing ka koya! Dkta kilala! Hahaha"
"AsifkhanUk","Chance for a Rochdalian to win http://t.co/MFNj2M7LnE"
"MarathoningMom","@Irontoffee gracious don't drown! Hv good swim"
"agoodwin143","RT @Drew_Galloway7: If the broncos lose I'm not saying a word to ANYONE tomorrow. So let's go!!!  #imnotkidding"
"ShelbyOhWx","Temp 27.3F. Dew.27.3, Wind Chill 27.3F, Wind Speed 0mph, Gust 0. Pres.30.68in Rising. Feels like 23.1F. #OhWx #weather"
"caitieVano","i don't give 2 shits about football, I'm just in it for the pizza and wings"
"mayhugh26","Dont you be breaking bro code around me. #unacceptable"
"lilmrskidrauhl","RT @Sethrogen: I just rode my bike past a transvestite who smelled like the most delicious garlic marinara sauce."
"SkSera","Verwaltungsgebude war groartig, ist jetzt aber sogar noch besser! http://t.co/QQDoopJM30 #Gameinsight #Androidgames #Android"
"kaflickinger74","RT @junkfoodguy: 6.5 hrs til BIG GAME time. Til then, RT to Enter to Win a Jar of @PeanutButterCo Dark Chocolate Dreams & Cookbook! http://"
"SWilliams_3","@rikerR5: It's game day!!!! Broncos!!!!!!"
"NyiaTiara","RT @stillblazingtho: RT for Seahawks, FAV for Broncos #SuperBowl http://t.co/pWKfvpJ1Jc"
"_Samm92","I'm sure 95% of my tweets will about the Super Bowl and the Broncos, but that's every Sunday by now so you should be use to it!"
"Biebsmyonly_lov","RT @HechossKidrauhl: Justin en la Leather & Laces SuperBowl Party. #HK  Justin at the Leather & Laces SuperBowl Party. {5} #HK http://t.c"
"tweetsbymina","RT @KateMFlack: Attempting to make a dent in some homework, then home for the #SuperBowl"
"KSThompson_Ritr","Happy Superb Owl Day! #SuperbOwl"
"ivorydamore_","RT @SkarletStars: I hate when the superbowl half time show doesn't revolve around a female pop star."
"MARvelous_Inc","6 more weeks of Winter, bitches! #GroundhogDay"
"melissamanningx","RT @calebwtkns: Go Broncos #OmahaOmaha #MVP"
"greatstraightTB","I don't really care who wins. I mean I like both teams. But I would love for the broncos to win so I get $40 via Gucci Mane"
"_LEVINE_","wich i could watch the superbowl"
"taaaylor2x","RT @thesportsphotos: Floyd Money Mayweather placing his  $10.4 million dollar bet on the Denver Broncos winning the Super Bowl. http://t."
"ducksphan","RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW"
"MellorDuane","Is this true nutrition students making detox & brain booster drinks that help oxygenate the blood? http://t.co/gTcfjIEVVK"
"MykenzieNeanen","Dear snow, if you come please do not do so until late Tuesday night or Wednesday. Sincerely, everyone from tri-village and fm"
"swatch53","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"malave9","RT @KKuchman: What a beautiful day in the neighborhood. Can't wait to play some football in a little !"
"Bri_TheKitty","RT @MiguelAMJR: I've never been more excited to wake up on Sunday. #SuperBowl "
"FatStinkinDrunk","Go Broncos! #sb48 #rootwithyourbeer - Drinking an Old Ruffian (2012) by @greatdividebrew - http://t.co/bPsimGHCrM #photo"
"Diorella","@Seahawks fans all over the world! #12thMan represent! #Seattle #GoHawks #SBXLVIII http://t.co/lttwrxLJOB"
"mwhittaker9","RT @RosheGiveaways: Giving Away 2 Pairs Follow Us Follow @TheAthleteHome  RetweetWinners DM'ed At 2.5k!Good Luck! http://t.co/fl5LL"
"HighCountryVR","RT @hikebiketravel: This is the sort of scenery you get on the road up to Panorama Resort - spectacular #winter beauty #cvtourism http://t."
"Erime08","Superbowl Sunday babies!!!! http://t.co/498U8HgtWS"
"PIGROUP1","Be careful with the veggie tray today ! #superbowl#tailgating#eatclean#nutrition#fitfam http://t.co/RBXhlqsxiJ"
"pgpuddin","@LarryFitzgerald @JermichaelF88  In my nice warm house, as it is supposed to be sleeting, snowing and freezing rain. #gobroncos"
"HeleneBouyssou","RT @biebernewsonly: #Photo : Justin skateboarding at the Leather & Laces Superbowl Party in New York City - 02 FEBRUARY. http://t.co/UIWFn4"
"indexusedcars","Good #News! #Toyota Camry SE 2012 only for ($1.00) http://t.co/5HAxoa1UCL"
"BulletBrothers","RT @110percentjuice: Be sure to check out my newest single, Believe (prod. by Christian Fiore) & get some KIN winter gear before... http:"
"_SKOOLBOY_22","RT @_YellaBoneChick: Super Bowl is a fucking holiday for niggas "
"ximenapaz09","RT @NiallOfficial: SuperBowl tonight !"
"dimon04041","RT @politologija_: #novosti #news # # # ,      https://t.co/JlrWXjIG0O http://t.co/uxlRcbSang"
"Hannah_Kerns","Griffey your glasses are on wrong  We  world war Z http://t.co/AKgIQO4QXQ"
"tour_uruguay","RT @leatherlaces: Madness! Justin Bieber is skateboarding through the party! #JustinBieber #SuperBowl #leatherandlaces http://t.co/wmPrsXfS"
"sanchez_amigo","RT @politologija_: # #novosti # #news     #?    - https://t.co/RnQ0DIj0TG http://t"
"andhrezapratama","@soal_MUSIK: A7X siap merilis videoklip  This Means War yg disutradarai oleh AndrewBaird. #BeritaMusik"
"The_IT_Hedgehog","@SBSwags Great Defense beats Great Offense? Seahawks 26-24"
"Lemar_90","Breaking Bad most of the weekend! #TimeWellSpent"
"nick_ihoop10","RT @RealCMichParty: #SuperBowl http://t.co/QeLIYjUU2n"
"malonemark29","Peyton manning is gunna be goin all out tonight #Broncos #SuperBowlSunday"
"JacobsonConors","Short-term campsite on every side outright indefeasible allergic disease flood insurance http://t.co/8dKnJXGh5Q"
"jeffreywperry","ITS A GREAT DAY FOR FOOTBALL"
"_niallwut","RT @beliebingzayn: Rain rain go away come again another day"
"michdec1","RT @lionbiensage:  cause du #football, aujourd'hui,ce n'est pas mon #merle qui va perdre son #bec, c'est mon #poulet qui va perdre ses #ai"
"RashahNava","RT @troyesivan: I'm here with my older brother Steele and today i think we are going to a place with all different types of chicken wings f"
"npmikolich","RT @MichaelPhelps: I gotta cheer for #broncos ... Being able to watch someone like #peyton is amazing... What a leader and a ... http://t.c"
"damnharryy","RT @NiallOfficial: SuperBowl tonight !"
"newcheermom","@MichaelPhelps: Broncos Or Seahawks today tweeps? Broncos!!|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
TaylorJayGrimes|02/02/2014 01:11:46|Lets play in the snow.|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
LonnekeTop|02/02/2014 01:11:46|Isabella's peptalk http://t.co/nx4IIrtXrS|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
ilovecarterl|02/02/2014 01:11:46|RT @Kornthecob: Seahawks are pulling the w|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
LoveKweav|02/02/2014 01:11:46|RT @trapyeezus: top slipped off like Janet at the Superbowl|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Mistah_Sly|02/02/2014 01:11:46|Waking up to the beautiful sounds of rain.|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
jules4sure|02/02/2014 01:11:46|@laurel: Smizing Seahawks!! RT @tyrabanks: Smizing Seahawks or Booching Broncos? #SuperBowl #Seahawks!|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
hesosean47|02/02/2014 01:11:46|RT @nfl: 9 reasons the Denver @Broncos will win #SB48: http://t.co/ZEainKIG6c (via @greggrosenthal)|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
mmteps|02/02/2014 01:11:46|RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
H4MP3|02/02/2014 01:11:46|RT @HuguleyMMA: the weather is perfect|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
bygracebbq|02/02/2014 01:11:46|RT @Hope_Freedom11: We are the people and WE have Power....RV on SuperBowl Sunday!!!! #wearethepeople|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
RoryDevlinx|02/02/2014 01:11:46|SEAHAWKS|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
UFOatmeal|02/02/2014 01:11:46|RT @msnbc: Have you seen this must watch interview with @Seahawks cornerback @RSherman_25? Catch it here: http://t.co/3gDiMJ54FG http://t.c|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
ayemelike2|02/02/2014 01:11:46|@Harry_Styles Harry I love you so much. Turkey loves you very much, Harry. < 3, please come to Turkey. < 3 Turkish Directioner. <3|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
1baleicornio|02/02/2014 01:11:46|RT @Lysao: Na farmcia tambm devia ter vodka, chocolate, cerveja e bons amigos. Esses sim, curam muitas coisas.|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
mremer22|02/02/2014 01:11:46|Let's try this! Favorite for Broncos!! Retweet for Seahawks!! Any guesses at scores I will take too. http://t.co/tD3UeYvu16|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
NyaGaming|02/02/2014 01:11:46|@wintersuxx Nice ^.^ 5 off 2.5k, but because I'm such a lazy ass, that will take me forever to get ;x|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
joejensen27|02/02/2014 01:11:46|RT @DogeKnows: Wow         So tv    Much breaking            Such bad       Many drug http://t.co/tS3Wkbozr5|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Isaiahjjm11|02/02/2014 01:11:46|RT @A_Sbrizzi: Let's go @Seahawks! http://t.co/xkeyvPjqYF|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
kellehersp|02/02/2014 01:11:46|The Violent Gang Wars Behind Your Super Bowl Guacamole gang war http://t.co/SJufgf4Wnh"
"noahkostkiewicz","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"JasaiGuillen","RT @NiallOfficial: SuperBowl tonight !"
"54ND1G","RT @warrenryan22: I promised myself when I was 13 , that I would give my family a life I never had . I'm not breaking that promise . http:/"
"cristinateloves","RT @NiallOfficial: SuperBowl tonight !"
"ibnezra","The NYT publishes an op-ed about Israel and doesn't disclose that the author is the husband of the paper's deputy bureau chief in J'lem."
"wolfwood2012","I'm earning #mPOINTS Rewards in The Weather Channel. http://t.co/HXmwHMngjU"
"zara_141","Into which all the rivers merge is known as an ocean and into which all the religions merge is the Religion of God (Divine Love) #GoharShahi"
"ByeJoy","RT @TheCosby: Wow RT @WSJ: Breaking: Actor Philip Seymour Hoffman found dead in Manhattan apartment. http://t.co/K9F25OhJxh"
"ComForTea","Six inches of snow and my snow boots are still in Alabama. That or packed away in a box somewhere"
"CSBoddie","#SuperBowlXLVIII How I feel about being free in Jesus AND about Broncos being in big game! http://t.co/9uUIj7gUVr"
"That_YellowGuy","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"Joni319","RT @AmberColeman_15: going for the broncos tonight.  #SuperBowlXLVIII"
"JuliaHamburger","Alice and the Mad Hatter stopped by Alice in Winter Wonderland Snodaze last night http://t.co/gamO63PXI2"
"ozzy3635"," #excitenews http://t.co/m4NwSmtrqL"
"LifeCoreYoga","News from LifeCore Yoga http://t.co/utATUzoa1V"
"Pickens_15","@S_Jennings96: This is the worst weather to travel in.. "
"AhmarWasif","Good Morning SuperBowl Sunday"
"kamcintyre13","I'll never understand how people take vacations every single winter and spring break"
"RealSteveCurtis","#SuperBowl  Ray Lewis should steal Trent Dilfer's ring because Dilfer did nothing to earn that.  #Ravens"
"AlxndrTheGreat_","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"ChloeWisemannn","No chocolate for me"
"Burgk146","Parfmerie war groartig, ist jetzt aber sogar noch besser! http://t.co/o39Euqa9b0 #Android #Gameinsight #Androidgames"
"Hold_My_Johnson","I see most of my followers going for the Broncos...please dismiss yourself"
"m_tonev","RT @politologija_: # #novosti # #news     #?    - https://t.co/RnQ0DIj0TG http://t"
"Kitty_B_Good","RT @Deborah_Deborah: The Somerset Levels are flood plains. They flood. That's what they do. Why are people so surprised by it?"
"kelsbuckkk","Happy I didn't wash my car yesterday . This snow is annoying now ready for warm weather again"
"DivinBoutros","RT @AP: President Obama to be interviewed during #SuperBowl pregame show by Fox News' Bill O'Reilly: http://t.co/dMvs7KlZvE #SB48"
"Poly922","RT @amber_rose3325: Today is the day! Bring that trophy home boys @Seahawks"
"shabbad","The Economist  Global smartphone shipments http://t.co/XfglsHPIfc"
"aquacarr","Just completed a 1.11 mi bike with @RunKeeper. Check it out! http://t.co/5UT4dcLU5h #RunKeeper"
"TheZackMamba","Hey Shelbie who do you think will win, The Seattle Broncos or the Denver Seahawks? @shelbierbutler"
"hellolivingform","RT @firstworldfacts: 14 years before the Titanic sank a book named Wreck of the Titan talked about an ocean liner Titan, which crashed in"
"Elvientodelsud","Alfano: l'Italia non pu aspettare la politica, affrontare ora i problemi ... - Rai News http://t.co/FK3TYofB49"
"Holtsman","Nerf War ready #Nerf #battle #war #toy #boy #boyswillbeboys http://t.co/wy4AQIq77t"
"Casper_Buzz","#Weather Casper, Wyoming Weather :: 22F FAIR #Casper #WY http://t.co/Prjcecrs0K"
"patilado","RT @pampeX6: Lluvia 84 - Sol 76. Asi se lucha por este equipo!!! Vamos Obra!!! Rain 84 - Sun 76. This is how we fight for this team!!! Lets"
"changa_munda","Highly managed & planned terrorism of #India is being in Indian occupied #Kashmir. #KashmirNeedsMedia #Kashmir"
